Month,Ticker,Open,Close,Profit,qty,Gewinn
13-05,THC,45.0,47.369998931884766,5.266664293077257,101.0,239.36989212036133
13-05,PHM,18.002128222979945,18.605358123779297,3.3508810365505655,254.0,153.22039480303548
13-05,PSX,41.06788666506748,44.953819274902344,9.462217137022176,111.0,431.3385196916695
13-05,GNW,10.510000228881836,10.8100004196167,2.8544261103863025,436.0,130.8000831604004
13-05,NRG,21.604299062092934,19.78972053527832,-8.399154823766013,212.0,-384.6906476846982
13-05,SHW,54.45391190690652,56.39883804321289,3.5716922222803453,84.0,163.37379544973518
13-05,WY,19.478004489787065,19.254270553588867,-1.1486491663738356,235.0,-52.57747500657638
13-05,BAC,9.8674816813395,11.048341751098633,11.967187859008341,464.0,547.9190723682376
13-05,MCO,53.13556265687394,58.76909255981445,10.602183587137999,86.0,484.4835716528844
13-05,KMX,45.81999969482422,46.77000045776367,2.073332102284506,100.0,95.00007629394531
